699.05,698.64,100,100,145,0
698.1,697.28,100,100,145,0
697.14,695.92,100,100,145,0
696.19,694.56,100,100,145,0
695.24,693.2,100,100,145,0
694.29,691.84,100,100,145,0
693.34,690.48,100,100,145,0
692.38,689.12,100,100,145,0
691.43,687.76,100,100,145,0
690.48,686.4,100,100,145,0
689.53,685.04,100,100,145,0
688.57,683.68,100,100,145,0
687.62,682.32,100,100,145,0
686.67,680.96,100,100,145,0
685.72,679.6,100,100,145,0
684.77,678.24,100,100,145,0
683.81,676.88,100,100,145,0
682.86,675.52,100,100,145,0
681.91,674.16,100,100,145,0
680.96,672.8,100,100,145,0
680.01,671.44,100,100,145,0
679.05,670.08,100,100,145,0
678.1,668.72,100,100,145,0
677.15,667.36,100,100,145,0
676.2,666.01,100,100,145,0
675.24,664.65,100,100,145,0
674.29,663.29,100,100,145,0
673.34,661.93,100,100,145,0
672.39,660.57,100,100,145,0
671.44,659.21,100,100,145,0
670.48,657.85,100,100,145,0
669.53,656.49,100,100,145,0
668.58,655.13,100,100,145,0
667.63,653.77,100,100,145,0
666.68,652.41,100,99.75,145.25,0.25
665.73,651.04,100,99.5,145.75,0.5
664.79,649.67,100,99.25,146.5,0.75
663.88,648.29,100,99.25,147.25,0.75
662.98,646.89,100,99,148.25,1
662.1,645.48,100,99,149.25,1
661.26,644.05,100,98.75,150.5,1.25
660.44,642.6,100,98.75,151.75,1.25
659.65,641.14,100,98.75,153,1.25
658.9,639.66,100,98.75,154.25,1.25
658.18,638.16,100,98.75,155.5,1.25
657.49,636.65,100,98.75,156.75,1.25
656.83,635.12,100,99,157.75,1
656.2,633.59,100,99,158.75,1
655.6,632.04,100,99,159.75,1
655.02,630.48,100,99,160.75,1
654.48,628.91,100,99.25,161.5,0.75
653.95,627.34,100,99.25,162.25,0.75
653.44,625.76,100,99.25,163,0.75
652.96,624.17,100,99.25,163.75,0.75
652.49,622.57,100,99.25,164.5,0.75
652.05,620.97,100,99.5,165,0.5
651.62,619.37,100,99.5,165.5,0.5
651.2,617.76,100,99.5,166,0.5
650.8,616.15,100,99.5,166.5,0.5
650.42,614.54,100,99.5,167,0.5
650.04,612.92,100,99.5,167.5,0.5
649.68,611.3,100,99.5,168,0.5
649.34,609.67,100,99.5,168.5,0.5
649.01,608.05,100,99.75,168.75,0.25
648.68,606.42,100,99.75,169,0.25
648.37,604.79,100,99.75,169.25,0.25
648.06,603.16,100,99.5,169.75,0.5
647.76,601.53,100,99.75,170,0.25
647.47,599.89,100,99.75,170.25,0.25
647.19,598.25,100,99.75,170.5,0.25
646.92,596.62,100,99.75,170.75,0.25
646.65,594.98,100,99.75,171,0.25
646.39,593.34,100,99.75,171.25,0.25
646.14,591.7,100,99.75,171.5,0.25
645.89,590.06,100,99.75,171.75,0.25
645.65,588.41,100,99.75,172,0.25
645.42,586.77,100,99.75,172.25,0.25
645.2,585.12,100,99.75,172.5,0.25
644.98,583.48,100,99.75,172.75,0.25
644.77,581.83,100,99.75,173,0.25
644.57,580.18,100,99.75,173.25,0.25
644.38,578.53,100,99.75,173.5,0.25
644.19,576.88,100,100,173.5,0
644,575.24,100,99.75,173.75,0.25
643.82,573.58,100,99.75,174,0.25
643.65,571.93,100,100,174,0
643.47,570.28,100,99.75,174.25,0.25
643.31,568.63,100,100,174.25,0
643.14,566.98,100,99.75,174.5,0.25
642.98,565.33,100,100,174.5,0
642.82,563.67,100,99.75,174.75,0.25
642.67,562.02,100,100,174.75,0
642.52,560.37,100,99.75,175,0.25
642.37,558.71,100,100,175,0
642.23,557.06,100,99.75,175.25,0.25
642.09,555.41,100,100,175.25,0
641.95,553.75,100,99.75,175.5,0.25
641.82,552.1,100,100,175.5,0
641.69,550.44,100,99.75,175.75,0.25
641.57,548.79,100,100,175.75,1.4211e-14
641.45,547.13,100,99.75,176,0.25
641.33,545.47,100,100,176,0
641.22,543.82,100,100,176,1.4211e-14
641.1,542.16,100,99.75,176.25,0.25
640.99,540.51,100,100,176.25,0
640.88,538.85,100,100,176.25,0
640.77,537.19,100,99.75,176.5,0.25
640.67,535.54,100,100,176.5,0
640.57,533.88,100,100,176.5,0
640.47,532.22,100,99.75,176.75,0.25
640.38,530.57,100,100,176.75,0
640.28,528.91,100,100,176.75,0
640.19,527.25,100,99.75,177,0.25
640.1,525.59,100,100,177,0
640.01,523.93,100,100,177,0
639.93,522.28,100,99.75,177.25,0.25
639.85,520.62,100,100,177.25,0
639.77,518.96,100,100,177.25,0
639.69,517.3,100,100,177.25,0
639.61,515.64,100,99.75,177.5,0.25
639.54,513.99,100,100,177.5,0
639.46,512.33,100,100,177.5,0
639.39,510.67,100,100,177.5,0
639.32,509.01,100,100,177.5,0
639.25,507.35,100,99.75,177.75,0.25
639.18,505.69,100,100,177.75,1.4211e-14
639.12,504.03,100,100,177.75,1.4211e-14
639.05,502.38,100,100,177.75,1.4211e-14
638.99,500.72,100,99.75,178,0.25
638.93,499.06,100,100,178,0
638.87,497.4,100,100,178,0
638.81,495.74,100,100,178,0
638.75,494.08,100,100,178,0
638.7,492.42,100,100,178,0
638.64,490.76,100,99.75,178.25,0.25
638.59,489.1,100,100,178.25,0
638.54,487.44,100,100,178.25,0
638.49,485.79,100,100,178.25,0
638.43,484.13,100,100,178.25,0
638.38,482.47,100,100,178.25,0
638.33,480.81,100,99.75,178.5,0.25
638.29,479.15,100,100,178.5,0
638.25,477.49,100,100,178.5,0
638.2,475.83,100,100,178.5,0
638.16,474.17,100,100,178.5,0
638.12,472.51,100,100,178.5,0
638.07,470.85,100,100,178.5,0
638.03,469.19,100,99.75,178.75,0.25
637.99,467.53,100,100,178.75,0
637.96,465.87,100,100,178.75,0
637.92,464.21,100,100,178.75,0
637.88,462.55,100,100,178.75,0
637.85,460.89,100,100,178.75,0
637.81,459.23,100,100,178.75,0
637.78,457.57,100,100,178.75,0
637.74,455.91,100,100,178.75,0
637.7,454.25,100,99.75,179,0.25
637.67,452.59,100,100,179,0
637.65,450.94,100,100,179,0
637.62,449.28,100,100,179,0
637.59,447.62,100,100,179,0
637.56,445.96,100,100,179,0
637.53,444.3,100,100,179,0
637.5,442.64,100,100,179,0
637.47,440.98,100,100,179,0
637.44,439.32,100,100,179,0
637.41,437.66,100,99.75,179.25,0.25
637.39,436,100,100,179.25,1.4211e-14
637.37,434.34,100,100,179.25,1.4211e-14
637.35,432.68,100,100,179.25,1.4211e-14
637.33,431.02,100,100,179.25,1.4211e-14
637.3,429.36,100,100,179.25,1.4211e-14
637.28,427.7,100,100,179.25,1.4211e-14
637.26,426.04,100,100,179.25,1.4211e-14
637.24,424.38,100,100,179.25,1.4211e-14
637.22,422.72,100,100,179.25,1.4211e-14
637.2,421.06,100,100,179.25,1.4211e-14
637.17,419.4,100,100,179.25,1.4211e-14
637.15,417.74,100,100,179.25,1.4211e-14
637.13,416.08,100,100,179.25,1.4211e-14
637.11,414.42,100,100,179.25,1.4211e-14
637.09,412.76,100,99.75,179.5,0.25
637.07,411.1,100,100,179.5,0
637.06,409.44,100,100,179.5,0
637.04,407.78,100,100,179.5,0
637.03,406.12,100,100,179.5,0
637.02,404.46,100,100,179.5,0
637,402.8,100,100,179.5,0
636.99,401.14,100,100,179.5,0
636.97,399.48,100,100,179.5,0
636.96,397.82,100,100,179.5,0
636.94,396.16,100,100,179.5,0
636.93,394.5,100,100,179.5,0
636.91,392.84,100,100,179.5,0
636.9,391.18,100,100,179.5,0
636.88,389.52,100,100,179.5,0
636.87,387.86,100,100,179.5,0
636.86,386.2,100,100,179.5,0
636.84,384.54,100,100,179.5,0
636.83,382.88,100,100,179.5,0
636.81,381.22,100,100,179.5,0
636.8,379.56,100,100,179.5,0
636.78,377.9,100,100,179.5,0
636.77,376.24,100,99.75,179.75,0.25
636.76,374.58,100,100,179.75,0
636.75,372.92,100,100,179.75,0
636.75,371.26,100,100,179.75,0
636.74,369.6,100,100,179.75,0
636.73,367.94,100,100,179.75,0
636.73,366.28,100,100,179.75,0
636.72,364.62,100,100,179.75,0
636.71,362.96,100,100,179.75,0
636.7,361.3,100,100,179.75,0
636.7,359.64,100,100,179.75,0
636.69,357.98,100,100,179.75,0
636.68,356.32,100,100,179.75,0
636.67,354.66,100,100,179.75,0
636.67,353,100,100,179.75,0
636.66,351.34,100,100,179.75,0
636.65,349.68,100,100,179.75,0
636.65,348.02,100,100,179.75,0
636.64,346.36,100,100,179.75,0
636.63,344.7,100,100,179.75,0
636.62,343.04,100,100,179.75,0
636.62,341.38,100,100,179.75,0
636.61,339.72,100,100,179.75,0
636.6,338.06,100,100,179.75,0
636.6,336.4,100,100,179.75,0
636.59,334.74,100,100,179.75,0
636.58,333.08,100,100,179.75,0
636.57,331.42,100,100,179.75,0
636.57,329.76,100,100,179.75,0
636.56,328.1,100,100,179.75,0
636.55,326.44,100,100,179.75,0
636.54,324.78,100,100,179.75,0
636.54,323.12,100,100,179.75,0
636.53,321.46,100,100,179.75,0
636.52,319.8,100,100,179.75,0
636.52,318.14,100,100,179.75,0
636.51,316.48,100,100,179.75,0
636.5,314.82,100,100,179.75,0
636.49,313.16,100,100,179.75,0
636.49,311.5,100,100,179.75,0
636.48,309.84,100,100,179.75,0
636.47,308.18,100,100,179.75,0
636.46,306.52,100,100,179.75,0
636.46,304.86,100,100,179.75,0
636.45,303.2,100,100,179.75,0
636.44,301.54,100,100,179.75,0
636.44,299.88,100,100,179.75,0
636.43,298.22,100,100,179.75,0
636.42,296.56,100,100,179.75,0
636.41,294.9,100,100,179.75,0
636.41,293.24,100,100,179.75,0
636.4,291.58,100,100,179.75,0
636.39,289.92,100,100,179.75,0
636.39,288.26,100,100,179.75,0
636.38,286.6,100,100,179.75,0
636.37,284.94,100,100,179.75,0
636.36,283.28,100,100,179.75,0
636.36,281.62,100,100,179.75,0
636.35,279.96,100,100,179.75,0
636.34,278.3,100,100,179.75,0
636.33,276.64,100,100,179.75,0
